,H.ì`ï[î‘çÜ,H.èWåvëŒè€âcã∆îNåéì˙,H.ójì˙,H.ì`ï[î≠çsì˙,H.ì`ï[èàóùì˙,H.ÉeÅ[ÉuÉãî‘çÜ,H.ãqêîÅiçáåvÅj,H.ãqêîÅiíjÅj,H.ãqêîÅièóÅj,H.ëçè§ïiêî,H.ì`ï[ã‡äz,H.ì`ï[ê≈äz,C.ãqëw
572,No:201900300000945,2018/5/19,ìy,2018/5/19 20:52,2018/5/19 22:34,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,14,9780,720,ìoò^Ç»Çµ
573,No:201900300000946,2018/5/19,ìy,2018/5/19 21:04,2018/5/19 22:07,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,9,6541,481,ìoò^Ç»Çµ
574,No:201900300000947,2018/5/19,ìy,2018/5/19 21:16,2018/5/19 22:31,000000010:ÉeÅ[ÉuÉã1,2,1,1,6,2795,205,ìoò^Ç»Çµ
575,No:201900300000948,2018/5/19,ìy,2018/5/19 22:11,2018/5/19 22:36,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,7,3302,242,ìoò^Ç»Çµ
576,No:201900300000949,2018/5/20,ì˙,2018/5/20 18:08,2018/5/20 20:13,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,12,8311,611,ìoò^Ç»Çµ
577,No:201900300000950,2018/5/20,ì˙,2018/5/20 18:11,2018/5/20 19:39,000000010:ÉeÅ[ÉuÉã1,2,2,0,14,9444,694,ìoò^Ç»Çµ
578,No:201900300000951,2018/5/20,ì˙,2018/5/20 18:28,2018/5/20 20:00,000000012:ÉeÅ[ÉuÉã3,2,2,0,8,6175,455,ìoò^Ç»Çµ
579,No:201900300000952,2018/5/20,ì˙,2018/5/20 18:49,2018/5/20 19:38,000000006:ÉJÉEÉìÉ^Å[6,1,1,0,8,4662,342,ìoò^Ç»Çµ
580,No:201900300000953,2018/5/20,ì˙,2018/5/20 19:16,2018/5/20 20:41,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,12,7459,549,ìoò^Ç»Çµ
581,No:201900300000954,2018/5/20,ì˙,2018/5/20 19:37,2018/5/20 22:05,000000008:ÉJÉEÉìÉ^Å[8,2,2,0,13,6842,502,ìoò^Ç»Çµ
582,No:201900300000955,2018/5/20,ì˙,2018/5/20 20:27,2018/5/20 21:57,000000011:ÉeÅ[ÉuÉã2,2,2,0,15,8720,640,ìoò^Ç»Çµ
583,No:201900300000956,2018/5/21,åé,2018/5/21 17:46,2018/5/21 20:08,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,0,0,0,ìoò^Ç»Çµ
584,No:201900300000957,2018/5/21,åé,2018/5/21 18:06,2018/5/21 21:32,000000020:å@ÇËÇ≤ÇΩÇ¬8,10,6,4,61,35680,2620,ìoò^Ç»Çµ
585,No:201900300000958,2018/5/21,åé,2018/5/21 18:17,2018/5/21 20:22,000000014:å@ÇËÇ≤ÇΩÇ¬2,10,10,0,10,40000,2960,ìoò^Ç»Çµ
586,No:201900300000959,2018/5/21,åé,2018/5/21 18:20,2018/5/21 20:25,000000012:ÉeÅ[ÉuÉã3,5,3,2,27,14775,1085,ìoò^Ç»Çµ
587,No:201900300000960,2018/5/21,åé,2018/5/21 18:25,2018/5/21 20:04,000000010:ÉeÅ[ÉuÉã1,2,2,0,19,14087,1037,ìoò^Ç»Çµ
588,No:201900300000961,2018/5/21,åé,2018/5/21 19:04,2018/5/21 21:26,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,7,3486,256,ìoò^Ç»Çµ
589,No:201900300000962,2018/5/21,åé,2018/5/21 19:34,2018/5/21 22:53,000000018:å@ÇËÇ≤ÇΩÇ¬6,4,4,0,27,19020,1400,ìoò^Ç»Çµ
590,No:201900300000963,2018/5/21,åé,2018/5/21 20:43,2018/5/21 21:52,000000012:ÉeÅ[ÉuÉã3,2,0,2,8,4415,325,ìoò^Ç»Çµ
591,No:201900300000964,2018/5/21,åé,2018/5/21 21:08,2018/5/21 22:39,000000006:ÉJÉEÉìÉ^Å[6,1,0,1,4,3347,247,ìoò^Ç»Çµ
592,No:201900300000965,2018/5/21,åé,2018/5/21 21:15,2018/5/21 22:48,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,3,0,21,12876,946,ìoò^Ç»Çµ
593,No:201900300000966,2018/5/21,åé,2018/5/21 22:51,2018/5/21 23:02,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,3,0,21,12876,946,ìoò^Ç»Çµ
594,No:201900300000967,2018/5/21,åé,2018/5/21 21:15,2018/5/21 22:48,000000017:å@ÇËÇ≤ÇΩÇ¬5,-3,-3,0,-21,-12876,-946,ìoò^Ç»Çµ
595,No:201900300000968,2018/5/22,âŒ,2018/5/22 18:23,2018/5/22 21:53,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,2,2,28,16329,1199,ìoò^Ç»Çµ
596,No:201900300000969,2018/5/22,âŒ,2018/5/22 19:05,2018/5/22 21:56,000000014:å@ÇËÇ≤ÇΩÇ¬2,9,9,0,42,32168,2368,ìoò^Ç»Çµ
597,No:201900300000970,2018/5/22,âŒ,2018/5/22 20:03,2018/5/22 23:08,000000020:å@ÇËÇ≤ÇΩÇ¬8,4,2,2,37,21811,1601,ìoò^Ç»Çµ
598,No:201900300000971,2018/5/23,êÖ,2018/5/23 18:01,2018/5/23 21:07,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,2,0,19,10102,742,ìoò^Ç»Çµ
599,No:201900300000972,2018/5/23,êÖ,2018/5/23 18:14,2018/5/23 20:53,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,14,13594,1004,ìoò^Ç»Çµ
600,No:201900300000973,2018/5/23,êÖ,2018/5/23 19:27,2018/5/23 21:47,000000014:å@ÇËÇ≤ÇΩÇ¬2,10,10,0,65,55846,4116,ìoò^Ç»Çµ
601,No:201900300000974,2018/5/23,êÖ,2018/5/23 21:21,2018/5/23 22:30,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,4,3088,228,ìoò^Ç»Çµ
602,No:201900300000975,2018/5/24,ñÿ,2018/5/24 17:36,2018/5/24 18:28,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,10,6562,482,ìoò^Ç»Çµ
603,No:201900300000976,2018/5/24,ñÿ,2018/5/24 18:12,2018/5/24 18:57,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,1,2,16,10157,747,ìoò^Ç»Çµ
604,No:201900300000977,2018/5/24,ñÿ,2018/5/24 18:37,2018/5/24 19:57,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,33,21177,1557,ìoò^Ç»Çµ
605,No:201900300000978,2018/5/24,ñÿ,2018/5/24 18:48,2018/5/24 21:35,000000012:ÉeÅ[ÉuÉã3,3,3,0,24,14775,1085,ìoò^Ç»Çµ
606,No:201900300000979,2018/5/24,ñÿ,2018/5/24 19:04,2018/5/24 22:06,000000014:å@ÇËÇ≤ÇΩÇ¬2,9,7,2,84,51259,3769,ìoò^Ç»Çµ
607,No:201900300000980,2018/5/24,ñÿ,2018/5/24 19:11,2018/5/24 21:02,000000019:å@ÇËÇ≤ÇΩÇ¬7,3,2,1,23,18740,1380,ìoò^Ç»Çµ
608,No:201900300000981,2018/5/24,ñÿ,2018/5/24 19:20,2018/5/24 21:29,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,1,2,26,13113,963,ìoò^Ç»Çµ
609,No:201900300000982,2018/5/24,ñÿ,2018/5/24 20:23,2018/5/24 22:46,000000010:ÉeÅ[ÉuÉã1,2,1,1,17,10134,744,ìoò^Ç»Çµ
610,No:201900300000983,2018/5/24,ñÿ,2018/5/24 20:35,2018/5/24 21:22,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,9,5331,391,ìoò^Ç»Çµ
611,No:201900300000984,2018/5/24,ñÿ,2018/5/24 20:45,2018/5/24 22:48,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,2,0,16,10080,740,ìoò^Ç»Çµ
612,No:201900300000985,2018/5/24,ñÿ,2018/5/24 21:44,2018/5/24 23:19,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,29,18888,1388,ìoò^Ç»Çµ
613,No:201900300000986,2018/5/25,ã‡,2018/5/25 17:33,2018/5/25 18:16,000000001:ÉJÉEÉìÉ^Å[1,1,1,0,7,4598,338,ìoò^Ç»Çµ
614,No:201900300000987,2018/5/25,ã‡,2018/5/25 18:45,2018/5/25 20:26,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,12,6875,505,ìoò^Ç»Çµ
615,No:201900300000988,2018/5/25,ã‡,2018/5/25 18:49,2018/5/25 21:36,000000016:å@ÇËÇ≤ÇΩÇ¬4,5,5,0,55,33572,2472,ìoò^Ç»Çµ
616,No:201900300000989,2018/5/25,ã‡,2018/5/25 18:58,2018/5/25 20:49,000000010:ÉeÅ[ÉuÉã1,2,1,1,19,13050,960,ìoò^Ç»Çµ
617,No:201900300000990,2018/5/25,ã‡,2018/5/25 19:03,2018/5/25 22:33,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,0,3,28,15044,1104,ìoò^Ç»Çµ
618,No:201900300000991,2018/5/25,ã‡,2018/5/25 19:13,2018/5/25 22:42,000000014:å@ÇËÇ≤ÇΩÇ¬2,11,6,5,73,51130,3760,ìoò^Ç»Çµ
619,No:201900300000992,2018/5/25,ã‡,2018/5/25 19:14,2018/5/25 21:02,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,15,11756,866,ìoò^Ç»Çµ
620,No:201900300000993,2018/5/25,ã‡,2018/5/25 19:31,2018/5/25 20:54,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,18,10339,759,ìoò^Ç»Çµ
621,No:201900300000994,2018/5/25,ã‡,2018/5/25 19:32,2018/5/25 23:15,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,3,2,42,25082,1842,ìoò^Ç»Çµ
622,No:201900300000995,2018/5/25,ã‡,2018/5/25 19:42,2018/5/25 21:46,000000019:å@ÇËÇ≤ÇΩÇ¬7,4,2,2,26,14409,1059,ìoò^Ç»Çµ
623,No:201900300000996,2018/5/25,ã‡,2018/5/25 19:46,2018/5/25 22:14,000000012:ÉeÅ[ÉuÉã3,3,1,2,15,11778,868,ìoò^Ç»Çµ
624,No:201900300000997,2018/5/25,ã‡,2018/5/25 19:49,2018/5/25 22:08,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,7,0,7,35000,2590,ìoò^Ç»Çµ
625,No:201900300000998,2018/5/25,ã‡,2018/5/25 22:18,2018/5/26 0:06,000000012:ÉeÅ[ÉuÉã3,7,7,0,23,11580,850,ìoò^Ç»Çµ
626,No:201900300000999,2018/5/26,ìy,2018/5/26 18:01,2018/5/26 19:53,000000008:ÉJÉEÉìÉ^Å[8,2,1,1,14,9326,686,ìoò^Ç»Çµ
627,No:201900300001000,2018/5/26,ìy,2018/5/26 18:04,2018/5/26 20:34,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,21,14894,1094,ìoò^Ç»Çµ
628,No:201900300001001,2018/5/26,ìy,2018/5/26 18:29,2018/5/26 21:04,000000010:ÉeÅ[ÉuÉã1,2,0,2,14,8959,659,ìoò^Ç»Çµ
629,No:201900300001002,2018/5/26,ìy,2018/5/26 18:41,2018/5/26 21:32,000000011:ÉeÅ[ÉuÉã2,2,1,1,10,6239,459,ìoò^Ç»Çµ
630,No:201900300001003,2018/5/26,ìy,2018/5/26 18:44,2018/5/26 19:58,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,19,12445,915,ìoò^Ç»Çµ
631,No:201900300001004,2018/5/26,ìy,2018/5/26 18:51,2018/5/26 22:49,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,37,24231,1781,ìoò^Ç»Çµ
632,No:201900300001005,2018/5/26,ìy,2018/5/26 19:05,2018/5/26 20:02,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,10,6335,465,ìoò^Ç»Çµ
633,No:201900300001006,2018/5/26,ìy,2018/5/26 19:07,2018/5/26 21:10,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,12,4835,355,ìoò^Ç»Çµ
634,No:201900300001007,2018/5/26,ìy,2018/5/26 19:09,2018/5/26 20:00,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,8,4847,357,ìoò^Ç»Çµ
635,No:201900300001008,2018/5/26,ìy,2018/5/26 19:11,2018/5/26 19:56,000000019:å@ÇËÇ≤ÇΩÇ¬7,4,2,2,21,13558,998,ìoò^Ç»Çµ
636,No:201900300001009,2018/5/26,ìy,2018/5/26 19:44,2018/5/26 23:33,000000017:å@ÇËÇ≤ÇΩÇ¬5,6,6,0,15,7890,580,ìoò^Ç»Çµ
637,No:201900300001010,2018/5/26,ìy,2018/5/26 19:48,2018/5/26 20:37,000000012:ÉeÅ[ÉuÉã3,2,2,0,9,4641,341,ìoò^Ç»Çµ
638,No:201900300001011,2018/5/26,ìy,2018/5/26 20:03,2018/5/26 22:05,000000013:å@ÇËÇ≤ÇΩÇ¬1,8,5,3,8,36000,2664,ìoò^Ç»Çµ
639,No:201900300001012,2018/5/26,ìy,2018/5/26 20:39,2018/5/26 21:38,000000016:å@ÇËÇ≤ÇΩÇ¬4,4,4,0,6,3151,231,ìoò^Ç»Çµ
640,No:201900300001013,2018/5/26,ìy,2018/5/26 20:47,2018/5/26 22:48,000000012:ÉeÅ[ÉuÉã3,4,4,0,29,20207,1487,ìoò^Ç»Çµ
641,No:201900300001014,2018/5/26,ìy,2018/5/26 21:44,2018/5/26 22:45,000000008:ÉJÉEÉìÉ^Å[8,2,1,1,14,8149,599,ìoò^Ç»Çµ
642,No:201900300001015,2018/5/27,ì˙,2018/5/27 17:32,2018/5/27 20:33,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,0,4,29,17009,1249,ìoò^Ç»Çµ
643,No:201900300001016,2018/5/27,ì˙,2018/5/27 17:40,2018/5/27 18:49,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,20,12401,911,ìoò^Ç»Çµ
644,No:201900300001017,2018/5/27,ì˙,2018/5/27 18:00,2018/5/27 19:47,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,14,7274,534,ìoò^Ç»Çµ
645,No:201900300001018,2018/5/27,ì˙,2018/5/27 18:56,2018/5/27 20:12,000000016:å@ÇËÇ≤ÇΩÇ¬4,5,2,3,36,19976,1466,ìoò^Ç»Çµ
646,No:201900300001019,2018/5/27,ì˙,2018/5/27 19:04,2018/5/27 22:17,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,5,1,52,32293,2373,ìoò^Ç»Çµ
647,No:201900300001020,2018/5/27,ì˙,2018/5/27 19:17,2018/5/27 20:14,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,8,5624,414,ìoò^Ç»Çµ
648,No:201900300001021,2018/5/27,ì˙,2018/5/27 20:05,2018/5/27 21:13,000000010:ÉeÅ[ÉuÉã1,2,1,1,13,8916,656,ìoò^Ç»Çµ
649,No:201900300001022,2018/5/27,ì˙,2018/5/27 20:39,2018/5/27 22:19,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,1,1,13,7770,570,ìoò^Ç»Çµ
650,No:201900300001023,2018/5/27,ì˙,2018/5/27 20:46,2018/5/27 21:54,000000012:ÉeÅ[ÉuÉã3,2,2,0,14,8159,599,ìoò^Ç»Çµ
651,No:201900300001024,2018/5/27,ì˙,2018/5/27 17:40,2018/5/27 18:49,000000017:å@ÇËÇ≤ÇΩÇ¬5,-4,-4,0,-20,-12401,-911,ìoò^Ç»Çµ
652,No:201900300001025,2018/5/27,ì˙,2018/5/27 21:31,2018/5/27 21:32,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,20,12401,911,ìoò^Ç»Çµ
653,No:201900300001026,2018/5/28,åé,2018/5/28 18:05,2018/5/28 21:15,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,28,17208,1268,ìoò^Ç»Çµ
654,No:201900300001027,2018/5/28,åé,2018/5/28 18:12,2018/5/28 18:44,000000012:ÉeÅ[ÉuÉã3,2,1,1,8,5300,390,ìoò^Ç»Çµ
655,No:201900300001028,2018/5/28,åé,2018/5/28 18:21,2018/5/28 19:58,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,3,0,22,14495,1065,ìoò^Ç»Çµ
656,No:201900300001029,2018/5/28,åé,2018/5/28 18:41,2018/5/28 23:03,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,35,21407,1577,ìoò^Ç»Çµ
657,No:201900300001030,2018/5/28,åé,2018/5/28 19:17,2018/5/28 21:46,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,41,24168,1778,ìoò^Ç»Çµ
658,No:201900300001031,2018/5/28,åé,2018/5/28 19:38,2018/5/28 21:13,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,10,6012,442,ìoò^Ç»Çµ
659,No:201900300001032,2018/5/28,åé,2018/5/28 20:16,2018/5/28 21:42,000000012:ÉeÅ[ÉuÉã3,2,2,0,11,7071,521,ìoò^Ç»Çµ
660,No:201900300001033,2018/5/28,åé,2018/5/28 20:32,2018/5/28 21:10,000000010:ÉeÅ[ÉuÉã1,2,1,1,9,4533,333,óàìXìÆã@:àÍå©
661,No:201900300001034,2018/5/28,åé,2018/5/28 20:34,2018/5/28 21:57,000000020:å@ÇËÇ≤ÇΩÇ¬8,7,7,0,27,22963,1693,óàìXìÆã@:àÍå©
662,No:201900300001035,2018/5/29,âŒ,2018/5/29 17:59,2018/5/29 20:34,000000012:ÉeÅ[ÉuÉã3,4,4,0,15,14273,1053,ìoò^Ç»Çµ
663,No:201900300001036,2018/5/29,âŒ,2018/5/29 18:36,2018/5/29 21:41,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,33,22592,1662,ìoò^Ç»Çµ
664,No:201900300001037,2018/5/29,âŒ,2018/5/29 18:40,2018/5/29 20:46,000000017:å@ÇËÇ≤ÇΩÇ¬5,6,3,3,8,34842,2578,ìoò^Ç»Çµ
665,No:201900300001038,2018/5/29,âŒ,2018/5/29 18:41,2018/5/29 22:59,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,1,3,31,19418,1428,ìoò^Ç»Çµ
666,No:201900300001039,2018/5/29,âŒ,2018/5/29 18:59,2018/5/29 22:42,000000016:å@ÇËÇ≤ÇΩÇ¬4,7,2,5,7,23500,1739,ìoò^Ç»Çµ
667,No:201900300001040,2018/5/29,âŒ,2018/5/29 20:15,2018/5/29 22:15,000000019:å@ÇËÇ≤ÇΩÇ¬7,3,2,1,16,8839,649,ìoò^Ç»Çµ
668,No:201900300001041,2018/5/29,âŒ,2018/5/29 20:20,2018/5/29 21:37,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,12,6389,469,ìoò^Ç»Çµ
669,No:201900300001042,2018/5/29,âŒ,2018/5/29 23:33,2018/5/29 23:35,000000014:å@ÇËÇ≤ÇΩÇ¬2,1,1,0,0,0,0,ìoò^Ç»Çµ
670,No:201900300001043,2018/5/30,êÖ,2018/5/30 18:36,2018/5/30 21:03,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,17,10697,787,ìoò^Ç»Çµ
671,No:201900300001044,2018/5/30,êÖ,2018/5/30 19:16,2018/5/30 21:37,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,17,14682,1082,ìoò^Ç»Çµ
672,No:201900300001045,2018/5/31,ñÿ,2018/5/31 17:31,2018/5/31 21:49,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,0,3,21,11882,872,ìoò^Ç»Çµ
673,No:201900300001046,2018/5/31,ñÿ,2018/5/31 19:11,2018/5/31 21:15,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,15,8225,605,ìoò^Ç»Çµ
674,No:201900300001047,2018/5/31,ñÿ,2018/5/31 20:19,2018/5/31 22:42,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,0,3,23,13567,997,ìoò^Ç»Çµ
675,No:201900300001048,2018/5/31,ñÿ,2018/5/31 20:25,2018/5/31 23:09,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,3,0,26,14170,1040,ìoò^Ç»Çµ
676,No:201900300001049,2018/5/31,ñÿ,2018/5/31 20:41,2018/5/31 21:34,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,7,4490,330,ìoò^Ç»Çµ
677,No:201900300001050,2018/5/31,ñÿ,2018/5/31 21:56,2018/5/31 22:48,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,5,1,12,7188,528,ìoò^Ç»Çµ
678,No:201900300001051,2018/6/1,ã‡,2018/6/1 16:55,2018/6/1 19:31,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,4,1,49,27104,1994,ìoò^Ç»Çµ
679,No:201900300001052,2018/6/1,ã‡,2018/6/1 18:07,2018/6/1 19:58,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,3,1,22,15132,1112,ìoò^Ç»Çµ
680,No:201900300001053,2018/6/1,ã‡,2018/6/1 18:11,2018/6/1 19:50,000000012:ÉeÅ[ÉuÉã3,3,3,0,23,14962,1102,ìoò^Ç»Çµ
681,No:201900300001054,2018/6/1,ã‡,2018/6/1 18:14,2018/6/1 19:22,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,10,5839,429,ìoò^Ç»Çµ
682,No:201900300001055,2018/6/1,ã‡,2018/6/1 18:43,2018/6/1 20:40,000000010:ÉeÅ[ÉuÉã1,2,0,2,14,7716,566,ìoò^Ç»Çµ
683,No:201900300001056,2018/6/1,ã‡,2018/6/1 18:45,2018/6/1 19:53,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,10,6315,465,ìoò^Ç»Çµ
684,No:201900300001057,2018/6/1,ã‡,2018/6/1 18:46,2018/6/1 22:46,000000015:å@ÇËÇ≤ÇΩÇ¬3,14,14,0,146,105429,7769,ìoò^Ç»Çµ
685,No:201900300001058,2018/6/1,ã‡,2018/6/1 19:00,2018/6/1 20:14,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,11,8193,603,ìoò^Ç»Çµ
686,No:201900300001059,2018/6/1,ã‡,2018/6/1 19:00,2018/6/1 22:54,000000018:å@ÇËÇ≤ÇΩÇ¬6,4,4,0,46,24934,1834,ìoò^Ç»Çµ
687,No:201900300001060,2018/6/1,ã‡,2018/6/1 19:12,2018/6/1 20:34,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,15,10081,741,ìoò^Ç»Çµ
688,No:201900300001061,2018/6/1,ã‡,2018/6/1 19:16,2018/6/1 22:26,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,3,3,42,25945,1905,ìoò^Ç»Çµ
689,No:201900300001062,2018/6/1,ã‡,2018/6/1 19:24,2018/6/1 22:39,000000019:å@ÇËÇ≤ÇΩÇ¬7,3,2,1,17,10934,804,ìoò^Ç»Çµ
690,No:201900300001063,2018/6/1,ã‡,2018/6/1 20:16,2018/6/1 21:33,000000012:ÉeÅ[ÉuÉã3,2,1,1,14,7727,567,ìoò^Ç»Çµ
691,No:201900300001064,2018/6/1,ã‡,2018/6/1 20:56,2018/6/1 21:54,000000010:ÉeÅ[ÉuÉã1,2,2,0,12,6843,503,ìoò^Ç»Çµ
692,No:201900300001065,2018/6/2,ìy,2018/6/2 17:04,2018/6/2 19:57,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,10,5126,376,ìoò^Ç»Çµ
693,No:201900300001066,2018/6/2,ìy,2018/6/2 17:43,2018/6/2 19:32,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,1,1,8,6153,453,ìoò^Ç»Çµ
694,No:201900300001067,2018/6/2,ìy,2018/6/2 18:16,2018/6/2 19:33,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,6725,495,ìoò^Ç»Çµ
695,No:201900300001068,2018/6/2,ìy,2018/6/2 18:20,2018/6/2 21:26,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,1,5,11,26860,1986,ìoò^Ç»Çµ
696,No:201900300001069,2018/6/2,ìy,2018/6/2 18:30,2018/6/2 22:03,000000010:ÉeÅ[ÉuÉã1,2,1,1,14,8181,601,ìoò^Ç»Çµ
697,No:201900300001070,2018/6/2,ìy,2018/6/2 18:31,2018/6/2 22:53,000000004:ÉJÉEÉìÉ^Å[4,2,0,2,13,7792,572,ìoò^Ç»Çµ
698,No:201900300001071,2018/6/2,ìy,2018/6/2 18:53,2018/6/2 22:20,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,16,8375,615,ìoò^Ç»Çµ
699,No:201900300001072,2018/6/2,ìy,2018/6/2 18:56,2018/6/2 20:45,000000006:ÉJÉEÉìÉ^Å[6,2,0,2,14,9725,715,ìoò^Ç»Çµ
700,No:201900300001073,2018/6/2,ìy,2018/6/2 18:59,2018/6/2 22:37,000000021:å@ÇËÇ≤ÇΩÇ¬9,4,3,1,11,21115,1561,ìoò^Ç»Çµ
701,No:201900300001074,2018/6/2,ìy,2018/6/2 18:59,2018/6/2 20:41,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,18,10414,764,ìoò^Ç»Çµ
702,No:201900300001075,2018/6/2,ìy,2018/6/2 19:45,2018/6/2 22:05,000000018:å@ÇËÇ≤ÇΩÇ¬6,15,15,0,97,51304,3764,ìoò^Ç»Çµ
703,No:201900300001076,2018/6/2,ìy,2018/6/2 19:51,2018/6/2 21:03,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,10,5493,403,ìoò^Ç»Çµ
704,No:201900300001077,2018/6/2,ìy,2018/6/2 20:03,2018/6/2 22:42,000000013:å@ÇËÇ≤ÇΩÇ¬1,8,8,0,58,32860,2420,ìoò^Ç»Çµ
705,No:201900300001078,2018/6/2,ìy,2018/6/2 21:36,2018/6/2 23:18,000000002:ÉJÉEÉìÉ^Å[2,1,1,0,12,9002,662,ìoò^Ç»Çµ
706,No:201900300001079,2018/6/2,ìy,2018/6/2 22:11,2018/6/2 22:54,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,5,3465,255,ìoò^Ç»Çµ
707,No:201900300001080,2018/6/2,ìy,2018/6/2 22:26,2018/6/2 23:19,000000007:ÉJÉEÉìÉ^Å[7,1,1,0,7,4371,321,ìoò^Ç»Çµ
708,No:201900300001081,2018/6/3,ì˙,2018/6/3 17:14,2018/6/3 22:14,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,0,2,16,9864,724,ìoò^Ç»Çµ
709,No:201900300001082,2018/6/3,ì˙,2018/6/3 17:36,2018/6/3 18:56,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,0,2,15,9605,705,ìoò^Ç»Çµ
710,No:201900300001083,2018/6/3,ì˙,2018/6/3 18:48,2018/6/3 21:21,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,0,2,12,6151,451,ìoò^Ç»Çµ
711,No:201900300001084,2018/6/3,ì˙,2018/6/3 19:17,2018/6/3 20:39,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,0,2,8,6455,475,ìoò^Ç»Çµ
712,No:201900300001085,2018/6/3,ì˙,2018/6/3 20:50,2018/6/3 21:58,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,2,1,15,9941,731,ìoò^Ç»Çµ
713,No:201900300001086,2018/6/3,ì˙,2018/6/3 22:03,2018/6/3 23:03,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,1,2,8,4933,363,ìoò^Ç»Çµ
714,No:201900300001087,2018/6/4,åé,2018/6/4 17:58,2018/6/4 20:04,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,15,10308,758,ìoò^Ç»Çµ
